category_name;product_id;product_name;Описание;Состав;Белки в 100 г продукта, гр;Жиры в 100 г продукта, гр;Углеводы в 100 г продукта, гр;Энергетическая ценность в 100 г, ккал;Link
Мало калорий;61599;Салат из летних овощей;Лёгкий салат из пекинской капусты, сочной моркови, хрустящих огурцов, ароматного редиса, кабачков и отварного яйца. Свежий вкус овощей подчёркивает сметанный соус с зеленью и лимоном. Салат отлично дополнит основное блюдо или станет питательным перекусом.;морковь столовая свежая, соус (сметана м.д.ж 20% (сливки из коровьего молока, молоко обезжиренное, закваска), майонез м.д.ж 50% (масло подсолнечное рафинированное дезодорированное, вода питьевая,сухой яичный меланж,сахар,соль пищевая, масло эфирное горчичное, уксус столовый 9%), сахар, горчица зерненая (вода питьевая, семена горчицы, спиртовой уксус, соль пищевая), сок лимона прямого отжима, соль пищевая)), капуста пекинская свежая, яйцо куриное пищевое, редис свежий, огурцы свежие, кабачки свежие.Продукция производится на предприятии, где используются аллергены: арахис, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, орехи, сельдерей, соя.;3.000;5.200;5.700;81.600;https:\\exemple_link.html291
Мало калорий;61601;Голубцы ленивые из мяса птицы;Классическое блюдо домашней кухни. Фарш из нежного куриного филе с рисом, лучком и морковью дополнен мясистыми&nbsp,капустными листами, которые выполняют роль овощного гарнира. Готовятся голубцы в ароматном соусе Бешамель с томатами. Порция рассчитана на один полноценный приём пищи.;"Голубцы (капуста белокочанная свежая, филе куриного бедра, рис отварной (вода питьевая, крупа рисовая шлифованная круглозерный, соль пищевая), лук репчатый свежий, морковь столовая свежая, яйцо куриное пищевое, масло подсолнечное рафинированное дезодорированное, петрушка свежая (зелень)), соль пищевая), соус (вода питьевая, соус ""Бешамель"" (молоко питьевое ультрапастеризованное массовая доля жира 3,2%, мука пшеничная хлебопекарная высший сорт, масло подсолнечное рафинированное дезодорированное, соль пищевая), томатная паста (томаты свежие), сахар, орегано сушеная).Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, ракообразные, рыба, орехи, сельдерей, соя.";5.000;3.200;9.200;85.600;https:\\exemple_link.html292
Мало калорий;61602;"Суп с куриными фрикадельками и пастой ""Звездочки""";Наваристый суп со свежими овощами, пастой-звёздочками и нежными куриными фрикадельками. Сытный, полезный, с насыщенным вкусом, он понравится большим и маленьким ценителям домашней кухни.;Бульон куриный процеженный (вода питьевая, мясо кур, морковь столовая свежая, лук репчатый свежий, перец черный молотый, лавровый лист), картофель свежий, фрикадельки куриные (мясо птицы, лук репчатый свежий, сухари панировочные (мука пшеничная хлебопекарная высшего сорта, вода питьевая, сахар, масло подсолнечное рафинированное дезодорированное, дрожжи хлебопекарные прессованные, соль пищевая), яйцо куриное пищевое, вода питьевая, соль пищевая, чеснок сушеный молотый, перец черный молотый), морковь столовая свежая, макаронные изделия «звездочки» (мука из твердых сортов пшеницы, вода питьевая), бульон сухой овощной (соль морская пищевая, морковь столовая сушеная, лук репчатый сушеный, петрушка сушеная, куркума молотая, перец черный молотый, чеснок сушеный, базилик сушеный), масло подсолнечное рафинированное дезодорированное. Продукция производится на предприятии, где используются аллергены: горчица, кунжут, рыба, молоко (лактоза), орехи, сельдерей, соя.;2.900;1.800;7.400;57.400;https:\\exemple_link.html293
Мало калорий;61843;Борщ с курицей, 350 грамм;Густой борщ на легком курином бульоне с кусочками куриной грудки бережно приготовлен нами из свежих ингредиентов по традиционному рецепту, чтобы вы в любой момент могли насладиться горячим домашним обедом.;Свекла столовая свежая, филе грудки куриной, филе бедра куриного, капуста белокочанная свежая, вода питьевая, картофель свежий, морковь столовая свежая, масло подсолнечное рафинированное дезодорированное, лук репчатый свежий, паста томатная (массовая доля растворимых сухих веществ 25%), сахар, уксус столовый 9%, чеснок свежий, петрушка свежая (зелень), перец черный молотый, соль пищевая.;2.500;0.500;5.500;36.500;https:\\exemple_link.html294
Мало калорий;61846;Щи по-домашнему, 300 г;Аппетитные щи со свежей капустой, сваренные на курином бульоне. Приготовлены как дома: из качественного мяса и свежих овощей. Лёгкие и при этом сытные щи станут отличным вариантом для обеда. А тем, кто следит за калорийностью рациона, будет приятно узнать, что в целой порции — всего 116,4 ккал.;бульон куриный процеженный (вода питьевая, тушка куриная, лук репчатый свежий, морковь столовая свежая, укроп свежий (зелень), соль пищевая, лавровый лист), филе бедра куриного, картофель свежий, капуста белокочанная свежая, лук репчатый жареный (лук репчатый свежий, масло подсолнечное рафинированное дезодорированное), морковь столовая жареная (морковь столовая свежая, масло подсолнечное рафинированное дезодорированное), соль пищевая, перец чёрный молотый, укроп свежий (зелень), чеснок свежий, лавровый лист. Продукция производится на предприятии, где используются арахис, горчица, кунжут, молоко (лактоза), злаки, содержащие глютен, моллюски, ракообразные, рыба, орехи, сельдерей, соя, яйца и продукты их переработки. ;3.700;1.200;3.300;38.800;https:\\exemple_link.html295
Мало калорий;62005;Сырники веган из тофу на рисовой муке, кафе;Замороженный продукт. Питательный веганский завтрак, приготовленный из нежного тофу и спелых бананов с добавлением тростникового сахара. Воздушные, с однородной кремообразной текстурой и сладковато-фруктовым вкусом, они совсем не отдают классическим тофу. А ешё такие сырники впишутся даже в строгий рацион, ведь в целой порции менее 150 ккал.;замороженный продукт: тофу (вода, соевые бобы, коагулянт магний хлористый, соль), сок лимона (лимоны), сахар тростниковый нерафинированный, бананы свежие, мука универсальная без глютена (мука рисовая, мука льняная, крахмал кукурузный, мука амарантовая, крахмал картофельный, крахмал тапиоковый, ксантановая камедь), разрыхлитель-гидрокарбонат натрия(сода пищевая), крахмал кукурузный, соль пищевая.;4.470;2.790;12.180;91.710;https:\\exemple_link.html296
Мало калорий;62023;Капуста тушеная с куриным филе на гриле;Нежное куриное филе, приготовленное на гриле, с аппетитной тушёной капустой на гарнир. Это лёгкое сбалансированное блюдо отлично подойдёт как для обеда, так и для ужина. И его точно оценят те, кто считает калории, ведь в 100 г продукта — всего 67,8 ккал.;капуста тушеная (капуста белокочанная свежая, лук репчатый свежий, морковь столовая свежая, томаты свежие, томатная паста (томаты свежие), петрушка свежая (зелень), укроп свежий (зелень), масло подсолнечное рафинированное дезодорированное, перец черный молотый, соль пищевая), куриное филе на гриле (куриная грудка филе , масло подсолнечное рафинированное дезодорированное, перец черный горошком дробленый, соль  пищевая).Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;7.000;1.400;6.800;67.800;https:\\exemple_link.html297
Мало калорий;62455;Салат свекольный с грецким орехом, 200 грамм;Классический салат из отварной сладкой свёклы, дроблёных грецких орехов и свежего чеснока. Заправлен густым домашним майонезом и тростниковым сахаром. Нежный овощной вкус, со сливочной, чуть жгучей ноткой. Такой сытный салат вкусен и сам по себе, и в качестве гарнира к мясным и рыбным блюдам.;свёкла столовая отварная, майонез м. д. ж. 50 % (масло подсолнечное рафинированное дезодорированное, вода питьевая, сухой яичный меланж, сахар, соль пищевая, кислота уксусная пищевая 70 %, масло эфирное горчичное), ядра грецкого ореха, сахар тростниковый нерафинированный, соль пищевая, чеснок свежий. Продукция производится на предприятии, где используются арахис, злаки, содержащие глютен, кунжут, моллюски, рыба, молоко (лактоза), сельдерей, соя и продукты их переработки. Возможно попадание осколков скорлупы орехов! Будьте осторожны!;1.900;6.000;9.600;100.000;https:\\exemple_link.html298
Мало калорий;62856;Суп Солянка сборная с каперсами;Наваристая, ароматная мясная солянка приготовлена по классическому рецепту русской кухни. Щедрая порция свиного окорока, нежной говядины и куриного филе, свежие овощи, солёные огурчики и оливки. Для яркости вкуса и пикантности в суп добавлены деликатесные каперсы. Этот сытный и аппетитный суп идеально сочетается со сметаной, греческим йогуртом, пряной зеленью и лимоном. Привезём горячим!;вода питьевая,лук репчатый  пассерованный (лук репчатый свежий, масло подсолнечное рафинированное дезодорированное),огурцы соленые (огурцы свежие, вода питьевая, соль пищевая,чеснок свежий,перец острый стручковый, укроп свежий,регулятор кислотности-лимонная кислота),паста томатная (томаты), окорок свиной отварной (свинина (произведено из мороженого сырья), лук репчатый свежий, соевый соус (вода питьевая,соевые бобы, пшеница, соль пищевая),сахар,перец черный молотый, паприка молотая,соль пищевая,перец красный острый,масло подсолнечное рафинированное дезодорированное),филе куриной грудки,говядина (произведено из мороженого сырья),оливки консервированные (оливки свежие,вода питьевая,соль пищевая,регуляторы кислотности (молочная кислота,лимонная кислота)),каперсы консервированные (каперсы свежие,вода питьевая,винный уксус,соль пищевая,регулятор кислотности-лимонная кислота),масло подсолнечное рафинированное дезодорированное,сахар,соль пищевая,перец черный молотый,паприка копченая молотая,лавровый лист.;1.700;2.200;6.100;51.000;https:\\exemple_link.html299
Мало калорий;62858;"Суп ""Рассольник"" с курицей, 300 г";Классический густой и ароматный рассольник. Заботливо приготовлен на основе крепкого куриного бульона, с пассированными овощами, рассыпчатой ячменной крупой и нежным филе курицы. Томатная паста, специи и хрустящие маринованные огурчики делают этот вкусный суп особенно пикантным. Яркий сладко-солёный вкус и нежный аромат отлично сочетаются с выпечкой и домашними сухариками. Привезём горячим!;вода питьевая, бульон куриный процеженный (вода питьевая,субпродукты куриные (ноги, шеи), лук репчатый свежий, морковь столовая  свежая,петрушка свежая (зелень), укроп свежий (зелень), лавровый лист), картофель свежий, пассеровка овощная (лук репчатый свежий, морковь столовая свежая,огурцы соленые (огурцы свежие, вода питьевая, соль пищевая,чеснок свежий,перец острый стручковый, укроп свежий,регулятор кислотности-лимонная кислота), корень сельдерея свежий, масло подсолнечное рафинированное дезодорированное, филе куриной грудки, крупа ячменная перловая отварная (вода питьевая, крупа ячменная перловая,соль пищевая), перец сладкий  быстрозамороженный, томатная паста массовая доля сухих веществ 36/38 %, соль пищевая, лавровый лист, сахар, перец черный молотый.;2.800;0.500;3.900;31.300;https:\\exemple_link.html300
Мало калорий;63664;Суп-крем куриный, 270 грамм;Нежный и густой крем-суп из мяса куриных окорочков, картофеля, моркови и свежих сливок. Шелковистая текстура и деликатный мясной аромат. Лёгкий и сытный, такой суп вкусен и на обед, и на ужин. Его можно дополнить домашними сухариками и зеленью.;вода питьевая,картофель свежий, молоко питьевое ультрапастеризованное м.д.ж. 3,2%, морковь столовая свежая, лук репчатый свежий,филе куриных окорочков, сливки питьевые ультрапастеризованные м.д.ж. 22%, стебель сельдерея свежий, масло подсолнечное рафинированное дезодорированное, соль пищевая,чеснок свежийПродукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, орехи, соя, яйца.;1.300;3.100;9.700;71.900;https:\\exemple_link.html301
Мало калорий;64044;"Суп ""Чечевичный""";Этот аппетитный овощной суп с чечевицей, несмотря на простое название, удивит своим насыщенным пикантным вкусом. Секрет — в добавлении ароматных индийских приправ: карри и гарам масала придают блюду яркость и остроту. Такой пряный супчик точно разнообразит рацион. И ещё одно его достоинство — низкая калорийность: всего 66,7 ккал в 100 г.Подходит вегетарианцам.;"бульон овощной процеженный (вода питьевая, морковь столовая свежая,  лук  репчатый свежий, петрушка свежая (зелень), чеснок свежий), томаты консервированные в собственном соку ( томаты свежие, сок томатный, регулятор кислотности- лимонная кислота), чечевица продовольственная красная, лук пассерованный ( лук репчатый свежий, масло подсолнечное рафинированное дезодорированное), морковь пассерованная (морковь столовая свежая, масло подсолнечное рафинированное дезодорированное), соль  пищевая, кинза свежая (зелень), приправа премиум  ""гарам масала"" ( тандури) ( соль пищевая, кориандр молотый, пажитник, кумин, чеснок молотый, корица, перец красный чили молотый,  перец черный молотый, корень имбиря молотый, лук репчатый молотый, горчица сухая, мускатный орех , кардамон молотый, регулятор кислотности-лимонная кислота),  чеснок сушеный гранулированный , куркума молотая, приправа карри (кориандр, перец душистый,пажитник,куркума, перец красный молотый, тмин, корень имбиря,перец черный молотый, горчичный порошок), кориандр молотый, перец красный острый молотый.Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.";2.900;0.400;9.300;52.400;https:\\exemple_link.html302
Мало калорий;64851;Рыбный суп с фрикадельками из филе горбуши и судака;Фрикадельки из двух видов рыбы, отборные сочные овощи, специи и наваристый бульон — мы сделали уху по домашнему рецепту, чтобы вы могли насладиться вкусным горячим супом, не тратя время на его приготовление. В ухе содержится минимум жиров и калорий, поэтому она отлично подойдёт тем, кто придерживается диетического питания.;вода питьевая, фрикадельки (филе горбуши (произведено из мороженого сырья) , филе судака обыкновенного (произведено из мороженого сырья), лук репчатый пассерованный (лук репчатый свежий,  масло подсолнечное рафинированное дезодорированное), масло сладко-сливочное несолёное м.д.ж. 72,5%, сухари панировочные (мука пшеничная хлебопекарная высшего сорта, соль пищевая, вода питьевая, дрожжи хлебопекарные прессованные), меланж яичный жидкий пастеризованный, сливки питьевые ультрапастеризованные м.д.ж. 33%, соль пищевая, чеснок свежий), картофель свежий , лук репчатый свежий, томаты свежие, морковь столовая свежая, крупа пшено шлифованное, чеснок свежий, укроп свежий (зелень)Продукция производится на предприятии, где используются аллергены: горчица, кунжут, ракообразные, орехи, сельдерей, соя.;2.900;0.900;7.400;49.300;https:\\exemple_link.html303
Мало калорий;65047;Голубцы ленивые из мяса птицы, 200 грамм;Классическое блюдо домашней кухни. Фарш из нежного куриного филе с рисом, лучком и морковью дополнен мясистыми капустными листами, которые выполняют роль овощного гарнира. Готовятся голубцы в ароматном соусе &laquo,Бешамель&raquo, с томатами. Порция рассчитана на один полноценный приём пищи.;"голубцы (капуста белокочанная свежая, филе куриного бедра, рис отварной (вода питьевая, крупа рисовая шлифованная круглозерная, соль пищевая), лук репчатый свежий, морковь столовая свежая, яйцо куриное пищевое, масло подсолнечное рафинированное дезодорированное, петрушка свежая (зелень), соль пищевая), соус (вода питьевая, соус ""Бешамель"" (молоко питьевое ультрапастеризованное массовая доля жира 3,2%, мука пшеничная хлебопекарная высший сорт, масло подсолнечное рафинированное дезодорированное, соль пищевая), томатная паста (томаты свежие), сахар, орегано сушеная)Продукция производится на предприятии, где используются аллергены: арахис, горчица, кунжут, ракообразные, рыба, орехи, сельдерей, соя.";4.900;1.700;11.200;79.700;https:\\exemple_link.html304
Мало калорий;65122;"Салат с индейкой ""Тандури"" и соусом ""Дзадзики""";Маринованное филе индейки, запечённое в индийских специях, и пряно-сметанный греческий соус &laquo,Дзадзыки&raquo, – главные герои этого салата. Лёгкий, по-летнему освежающий и питательно-сытный, он отлично дополнит ваш обед или станет самостоятельным перекусом.;"филе индейки запеченное в маринаде (филе грудки индейки, майонез м.д.ж. 67% (масло подсолнечное рафинированное дезодорированное, вода питьевая, сахар, желток яичный жидкий пастеризованный, соль пищевая, уксус спиртовой 20%, горчичное масло нерафинированное), соевый соус (вода питьевая, соевые бобы, пшеница, соль пищевая), смесь приправ ""Тандури Масала"" (паприка сладкая молотая, кориандр молотый, корень имбиря молотый, паприка копченая молотая, перец красный молотый, чеснок сушеный гранулированный, кардамон молотый, кумин молотый, мускатный орех молотый, тмин молотый, корица молотая, перец черный молотый, пажитник молотый, куркума молотая, гвоздика молотая), корень имбиря сушеный молотый, чеснок сушеный)), огурец свежий, стебель сельдерея свежий, салат айсберг свежий, шпинат свежий, помидоры черри свежие, соус ""Дзадзики"" (сметана м.д.ж. 20% (сливки нормализованные, заквасочные микроорганизмы), огурец свежий, чеснок свежий рубленный, мята свежая рубленная, сок лимона прямого отжима, соль пищевая). Продукция производится на предприятии, где используются аллергены: моллюски, рыба, орехи.";5.200;4.500;3.700;76.100;https:\\exemple_link.html305
Мало калорий;65174;Щи из квашеной капусты с грибами по-монастырски;Аппетитные постные щи из квашеной капусты. Приготовлены с ароматными шампиньонами и перловой крупой, без мяса и картофеля. Блюдо получилось одновременно лёгким и сытным — идеально для обеда! А тем, кто следит за калорийностью рациона, будет приятно узнать, что в целой порции — всего 127,4 ккал.;Капуста квашеная (капуста белокочанная свежая, соль пищевая, сахар), грибы шампиньоны свежие, вода питьевая, крупа перловая (ячменная), лук репчатый свежий, паста томатная (вода питьевая, паста томатная массовая доля растворимых сухих веществ 25%), масло подсолнечное рафинированное дезодорированное, петрушка свежая (зелень), чеснок свежий, соль пищевая.;1.000;0.400;7.200;36.400;https:\\exemple_link.html306
Мало калорий;66170;Заливное из семги;Порционное заливное из благородной сёмги, приготовленное с добавлением яйца, свежей петрушки и соуса из анчоусов. Питательное и вместе с тем низкокалорийное блюдо, которое можно подавать в качестве закуски или основного блюда.;Бульон рыбный процеженный (вода питьевая, лосось атлантический (сёмга) (продукция аквакультуры, произведено из охлажденного сырья), лук репчатый свежий, морковь столовая свежая, соус рыбный (экстракт анчоуса 72%, соль пищевая, сахар), желатин пищевой, соль пищевая, перец черный горошек, лавровый лист), лосось атлантический (сёмга) отварной (продукция аквакультуры, произведено из охлажденного сырья), яйцо куриное отварное, петрушка свежая (зелень)Продукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, молоко (лактоза), орехи, сельдерей, соя.;7.700;5.300;0.700;81.300;https:\\exemple_link.html307
Мало калорий;66984;Щи зеленые, 300 г;Постные щи, приготовленные с большим количеством свежей зелени. Аппетитные, лёгкие, с приятной кислинкой щавеля и шпината. Такой супчик утолит голод и не отразится на фигуре, ведь в целой порции чуть больше 60 ккал.Разогреть щи можно прямо в упаковке, предварительно сняв крышку. Со сметаной будет ещё вкуснее! А если вы обедаете вне дома, советуем обратить внимание на сметану в порционной упаковке: https:&sol,&sol,vkusvill.ru&sol,goods&sol,smetana-20-30-g-57067.html;Вода питьевая, картофель свежий, шпинат быстрозамороженный, щавель быстрозамороженный, лук репчатый свежий, морковь столовая свежая, щавель свежий, сок лимона прямого отжима, масло подсолнечное рафинированное дезодорированное, лук зеленый свежий, соль пищевая, чеснок свежий, укроп свежий (зелень), петрушка свежая (зелень)Продукция производится на предприятии, где используются аллергены: горчица, злаки, содержащие глютен, рыба, молоко (лактоза), орехи, сельдерей, яйца.;0.700;1.000;2.500;21.800;https:\\exemple_link.html308
Мало калорий;67056;Суп-крем тыквенный, 320 г;Суп приготовлен из свежей тыквы и имеет насыщенный вкус с лёгкой сладостью, который гармонично подчёркивает пряный чабрец. А благодаря добавлению натуральных сливок, блюдо порадует нежной бархатистой консистенцией. Упакуем в термопакет и привезём горячим домой или в офис!;Свежая тыква, свежая морковь, питьевая вода, натуральные сливки, тыквенные семечки, соль, чабрец.;1.200;2.500;5.000;47.300;https:\\exemple_link.html309
Мало калорий;68047;Салат с курицей и апельсиновой заправкой;Питательный салат из запечённой куриной грудки, разноцветных свежих овощей и хрустящих орешков кешью. В качестве заправки — яркий и незаурядный соус из сочных апельсинов, пикантной горчицы и ароматного цветочного мёда.;соус апельсиновый прямого отжима (апельсины свежие, масло подсолнечное рафинированное дезодорированное, горчица (вода питьевая, семена горчицы, уксус столовый 9%, сахар, соль пищевая), мед цветочный натуральный, соль пищевая, перец чёрный молотый), курица запечённая (филе куриной грудки, масло подсолнечное рафинированное дезодорированное, чеснок свежий, соль пищевая, паприка сладкая молотая, орегано сушеный, кориандр сушёный, перец черный молотый), томаты черри свежие, салат свежий Романо, капуста пекинская свежая, морковь столовая свежая, ядра ореха кешью.Продукция производится на предприятии, где используются аллергены: злаки, содержащие глютен, кунжут, молоко (лактоза), сельдерей, соя, яйца.;6.300;4.700;4.200;84.300;https:\\exemple_link.html310
Мало калорий;68084;Каша овсяная молочная с яблоком и корицей, 215 г;Мы сварили овсяную кашу на настоящем молоке и дополнили её сладким яблоком, запечённым с душистой корицей. Такая овсянка придётся по душе всей семье. А главное — завтрак будет не только вкусным, но и очень полезным!;молоко питьевое нормализованное ультрапастеризованное м.д.ж. 3,2 %, вода питьевая, хлопья овсяные «Геркулес », яблоко запеченное (яблоко свежее, сахар, масло сладко-сливочное несоленое м.д.ж. 82%, масло подсолнечное рафинированное дезодорированное, корица молотая), сахар, соль пищевая.Продукция производится на предприятии, где используются аллергены: горчица, кунжут, рыба, орехи, сельдерей, соя, яйца.;2.800;1.400;11.000;67.800;https:\\exemple_link.html311
Мало калорий;68104;"Салат ""Кайсо"" с угрем";Питательный салат в азиатском стиле! В его основе — свежие овощи, обжаренное филе угря и водоросли вакаме. А объединяет ингредиенты пряная заправка из арахиса и соевого соуса. Салат порадует ярким вкусом и невысокой калорийностью: в целой порции меньше 110 ккал.;Огурцы свежие, капуста пекинская свежая, морковь столовая свежая, филе угря жареное (угорь речной (продукция аквакультуры, произведено из мороженного сырья), сахар , ядра арахиса жареные, уксус рисовый 4,25% (рисовый уксус, спиртовой уксус, вода питьевая, сахар, соль пищевая), соус соевый (вода питьевая, соевые бобы, пшеница, соль пищевая, сахар), водоросли вакаме сушеные, масло кунжутное рафинированное, семена кунжута черные, крахмал кукурузный.Продукция производится на предприятии, где используются аллергены: горчица, моллюски, молоко (лактоза), орехи.;3.400;4.500;5.700;76.900;https:\\exemple_link.html312
Мало калорий;69876;Салат винегрет с опятами;Аппетитный зимний салат из сочной свёклы. К привычному набору ингредиентов мы добавили ароматные маринованные грибы. Опята отлично дополнили вкус и сделали постный салат более питательным!;Свекла столовая отварная стерилизованная, картофель отварной,  огурцы соленые (огурцы свежие, рассол (вода питьевая, соль пищевая, укроп свежий, корень хрена свежий)), морковь столовая отварная, грибы опята маринованные (грибы опята (намеко), вода питьевая, смесь пряностей (лук репчатый свежий, чеснок свежий, семена горчицы, укроп свежий, перец душистый горошек, лавровый лист), сахар, соль пищевая, регулятор кислотности — кислота уксусная ледяная, антиокислитель — лимонная кислота), масло подсолнечное нерафинированное, лук репчатый свежий, соль пищевая, сахар, сок лимона прямого отжима, перец черный молотыйПродукция производится на предприятии, где используются аллергены: арахис, злаки, содержащие глютен, кунжут, ракообразные, молоко (лактоза), орехи, сельдерей, соя, яйца.;2.100;5.500;12.000;105.900;https:\\exemple_link.html313
Мало калорий;70057;"Суп ""Грузинский"" из фасоли с овощами";Пряный суп родом из Грузии, приготовленный из ингредиентов растительного происхождения. Питательный за счёт фасоли и картофеля в составе. Обладает насыщенным овощным вкусом, в котором различимы ноты томата и свежих трав.Привезём блюдо горячим домой или в офис – как раз к обеду.;вода питьевая, фасоль продовольственная красная, картофель свежий, томаты в собственном соку (томаты очищенные свежие,  томатный сок, регулятор кислотности-лимонная кислота),лук репчатый свежий, томатная паста массовая доля сухих веществ 36%, масло подсолнечное рафинированное дезодорированное, кинза свежая (зелень), чеснок свежий, соль пищевая, перец чили свежий красный молотый, базилик зеленый свежий, сахар, хмели-сунели.;1.800;1.500;6.200;45.500;https:\\exemple_link.html314
Мало калорий;70069;Картофель беби жареный с вешенками;Жареная картошечка с грибами — блюдо, от которого веет дачным уютом! Вот и мы приготовили его по-домашнему: с луком, чесночком, пряным укропом и чёрным перцем. Мини-картофель порадует золотистой корочкой, а вешенки — сочностью и ароматом!;картофель беби свежий, грибы вешенки свежие, лук репчатый свежий, масло подсолнечное рафинированное дезодорированное, чеснок свежий, соль пищевая, укроп свежий (зелень), перец черный молотыйПродукция производится на предприятии, где используются аллергены: арахис, горчица, злаки, содержащие глютен, кунжут, моллюски, ракообразные, рыба, молоко (лактоза), орехи, сельдерей, соя, яйца.;2.700;0.700;18.300;90.300;https:\\exemple_link.html315
